	kingdom	phylum	class	order	family	genus	species
Otu283	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu284	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_terricola
Otu285	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
Otu286	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_polychromum
Otu287	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
Otu288	Fungi	Glomeromycota					
Otu289	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	unidentified
Otu290	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	unidentified	unidentified
Otu291	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Lecythophora	unidentified
Otu292	Fungi	Ascomycota					
Otu293	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	unidentified
Otu294	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_proximella
Otu295	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu296	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	unidentified
Otu297	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu298	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_rhaphiolepidis
Otu299	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_chloroides
Otu300	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia_albida
Otu301	Fungi	Ascomycota					
Otu302	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	unidentified	unidentified
Otu303	Fungi	Basidiomycota					
Otu304	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium_leptobactrum
Otu305	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu306	Fungi						
Otu307	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Membranomyces	
Otu308	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_atra
Otu309	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia_pullulans
Otu310	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	unidentified
Otu311	Fungi	Ascomycota	Dothideomycetes	Minutisphaerales	Minutisphaeraceae	Minutisphaera	unidentified
Otu312	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu313	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	
Otu314	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_rusticoides
Otu315	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	unidentified
Otu316	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu317	Fungi						
Otu318	Fungi						
Otu319	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	
Otu320	Fungi	Ascomycota					
Otu321	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	Holtermanniales_fam_Incertae_sedis	Holtermanniella	Holtermanniella_takashimae
Otu322	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cadophora	Cadophora_luteo-olivacea
Otu323	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	unidentified
Otu324	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_japonicus
Otu325	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
Otu326	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	unidentified
Otu327	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Otu328	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_commune
Otu329	Fungi						
Otu330	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma_rugulosum
Otu331	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unidentified	unidentified	unidentified
Otu332	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	unidentified
Otu333	Fungi	Ascomycota	Sordariomycetes	Sordariales	unidentified	unidentified	unidentified
Otu334	Fungi						
Otu335	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
Otu336	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu337	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_horticola
Otu338	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu339	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Membranomyces	unidentified
Otu340	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	unidentified	unidentified
Otu341	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Infundichalara	
Otu342	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	unidentified
Otu343	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu344	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	unidentified
Otu345	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Otu346	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_acrifolia
Otu347	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
Otu348	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Boubovia	unidentified
Otu349	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
Otu350	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu351	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	unidentified
Otu352	Fungi						
Otu353	Fungi	Ascomycota					
Otu354	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	unidentified	unidentified
Otu355	Fungi	Ascomycota					
Otu356	Fungi	Basidiomycota	Agaricomycetes				
Otu357	Fungi						
Otu358	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_rusticoides
Otu359	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_podzolica
Otu360	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_karalitana
Otu361	Fungi						
Otu362	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	
Otu363	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
Otu364	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Neocamarosporium	
Otu365	Fungi	Ascomycota					
Otu366	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Sistotrema	Sistotrema_adnatum
Otu367	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	unidentified
Otu368	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
Otu369	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongata
Otu370	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	unidentified
Otu371	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_karalitana
Otu372	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Bradymyces	
Otu373	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
Otu374	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	unidentified
Otu375	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	unidentified
Otu376	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	unidentified	unidentified	unidentified
Otu377	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Montagnula	Montagnula_opulenta
Otu378	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu379	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu380	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu381	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu382	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu383	Fungi	Ascomycota					
Otu384	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu385	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu386	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_fuscescentipes
Otu387	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_jiyaozi
Otu388	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_marquandii
Otu389	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	unidentified	unidentified
Otu390	Fungi						
Otu391	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_africana
Otu392	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	
Otu393	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_laccata
Otu394	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon	Endocarpon_pusillum
Otu395	Fungi	Ascomycota					
Otu396	Fungi						
Otu397	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu398	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum_nigrum
Otu399	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	
Otu400	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	
Otu401	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_cucumerina
Otu402	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	unidentified
Otu403	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu404	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Otu405	Fungi						
Otu406	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	unidentified
Otu407	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_subclavigera
Otu408	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Leotia	Leotia_lubrica
Otu409	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_leporis
Otu410	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	unidentified
Otu411	Fungi	Ascomycota	Archaeorhizomycetes				
Otu412	Fungi						
Otu413	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cadophora	
Otu414	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu415	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	unidentified	unidentified
Otu416	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_alpinus
Otu417	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	Subulicystidium_perlongisporum
Otu418	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Periglandula	unidentified
Otu419	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hebelomataceae	unidentified	unidentified
Otu420	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
Otu421	Fungi	Basidiomycota	Agaricomycetes				
Otu422	Fungi	Ascomycota	Leotiomycetes				
Otu423	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu424	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_puellaris
Otu425	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	unidentified
Otu426	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu427	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Ramophialophora	unidentified
Otu428	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu429	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leptodontidium	unidentified
Otu430	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	unidentified
Otu431	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_conica
Otu432	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_humilis
Otu433	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu434	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu435	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu436	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu437	Fungi						
Otu438	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pulvinula	unidentified
Otu439	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_huidongense
Otu440	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pleuroascus	Pleuroascus_nicholsonii
Otu441	Fungi						
Otu442	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu443	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	
Otu444	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_nepalense
Otu445	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria_salmonicolor
Otu446	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_furcatum
Otu447	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon	Endocarpon_pusillum
Otu448	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	unidentified	unidentified
Otu449	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora_fusarioides
Otu450	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
Otu451	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	unidentified
Otu452	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu453	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Hemimycena	Hemimycena_cucullata
Otu454	Fungi	Ascomycota	Leotiomycetes				
Otu455	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	unidentified
Otu456	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_furcatum
Otu457	Fungi						
Otu458	Fungi						
Otu459	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu460	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu461	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora_mirabilis
Otu462	Fungi						
Otu463	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
Otu464	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	unidentified
Otu465	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu466	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu467	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	unidentified
Otu468	Fungi	Ascomycota	Sordariomycetes				
Otu469	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	Phaeococcomyces_mexicanus
Otu470	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu471	Fungi	Ascomycota	Sordariomycetes	Branch06	unidentified	unidentified	unidentified
Otu472	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	unidentified	unidentified
Otu473	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Otu474	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu475	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	unidentified
Otu476	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
Otu477	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	unidentified	unidentified
Otu478	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu479	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu480	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	Comoclathris_rosae
Otu481	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_australis
Otu482	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	unidentified
Otu483	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	unidentified	unidentified
Otu484	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_mixtilis
Otu485	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu486	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	Clavulinopsis_umbrinella
Otu487	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta_desmazieri
Otu488	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae		
Otu489	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_cystojenkinii
Otu490	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron_maius
Otu491	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	unidentified
Otu492	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_pulvericola
Otu493	Fungi						
Otu494	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	unidentified
Otu495	Fungi						
Otu496	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
Otu497	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_parviverrucosum
Otu498	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu499	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis_vinacea
Otu500	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis_microspora
Otu501	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu502	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	unidentified
Otu503	Fungi	Ascomycota	Eurotiomycetes	Eurotiales			
Otu504	Fungi	Ascomycota	Leotiomycetes				
Otu505	Fungi	Ascomycota	Sordariomycetes				
Otu506	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	unidentified
Otu507	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unidentified	unidentified	unidentified
Otu508	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
Otu509	Fungi						
Otu510	Fungi	Ascomycota					
Otu511	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	
Otu512	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu513	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
Otu514	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	unidentified
Otu515	Fungi	Basidiomycota	Agaricomycetes	Boletales	Astraeaceae	Astraeus	Astraeus_koreanus
Otu516	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu517	Fungi						
Otu518	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu519	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	
Otu520	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongata
Otu521	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta_triticicola
Otu522	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Myxocephala	Myxocephala_albida
Otu523	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Arthrographis	
Otu524	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys_reniformis
Otu525	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
Otu526	Fungi	Ascomycota					
Otu527	Fungi						
Otu528	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu529	Fungi						
Otu530	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	unidentified
Otu531	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu532	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	unidentified
Otu533	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	Clavulinopsis_helvola
Otu534	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	unidentified
Otu535	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_badia
Otu536	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_anthracina
Otu537	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
Otu538	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	Roussoella_mexicana
Otu539	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
Otu540	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	unidentified
Otu541	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	unidentified	unidentified
