ds,n.min,binID,Rs.spearman.r,Rs.spearman.p,abu
0.2,48,bin7,0.0239382398575733,0.288,0.000757570675211415
0.2,48,bin8,0.107139022582688,0.009,0.000596685329597195
0.2,48,bin9,0.156457121083578,0.001,0.00212396797087275
0.2,48,bin10,0.19575319906843,0.001,0.000838165471585467
0.2,48,bin12,-0.0502459949030979,0.847,0.000844375550856982
0.2,48,bin11,0.0754785844005668,0.04,0.00067542247457655
0.2,48,bin13,-0.0146925878467188,0.629,0.000909786431365062
0.2,48,bin14,0.0938450176750737,0.059,0.00401625135955776
0.2,48,bin15,0.0192990799721874,0.384,0.000487417986111771
0.2,48,bin17,0.00646317950371486,0.366,0.00321573299712641
0.2,48,bin16,0.269076161006782,0.001,0.00410888254771759
0.2,48,bin18,0.124706253453756,0.002,0.00329529500305905
0.2,48,bin19,0.064377900275615,0.016,0.000659733593284164
0.2,48,bin20,-0.0324913063180922,0.909,0.0019755949464618
0.2,48,bin21,0.0902852498028715,0.064,0.000415664143478318
0.2,48,bin23,0.117717492825038,0.012,0.00110015727576
0.2,48,bin22,0.030068988275081,0.245,0.00499829356988965
0.2,48,bin24,0.0236427574439808,0.302,0.000575141364628966
0.2,48,bin25,0.0656695722191474,0.058,0.00163871879278452
0.2,48,bin26,-0.00795673861463448,0.549,0.000637670458831363
0.2,48,bin27,0.128794959792353,0.001,0.00142142018727647
0.2,48,bin28,0.0330020780271171,0.243,0.000812504091158001
0.2,48,bin29,0.174065565573623,0.001,0.00089244954357806
0.2,48,bin30,-0.00281507164880562,0.526,0.00071689353576997
0.2,48,bin32,0.0156605636666449,0.321,0.00139325593530821
0.2,48,bin31,0.171504050599623,0.001,0.000513105508565663
0.2,48,bin33,0.120046862137931,0.001,0.00157567167866566
0.2,48,bin34,0.0933220138279218,0.001,0.00252343856088697
0.2,48,bin35,0.13306107808676,0.011,0.0010774528137473
0.2,48,bin36,0.148132705404166,0.001,0.00104799857719156
0.2,48,bin38,0.296418335247027,0.001,0.00113418821395116
0.2,48,bin37,0.0550591347468624,0.139,0.000847880887640978
0.2,48,bin39,0.0889510104897957,0.003,0.000793336071769387
0.2,48,bin40,0.193150436024052,0.001,0.00154984498588965
0.2,48,bin41,0.0205019958153838,0.321,0.000543341992229556
0.2,48,bin42,0.0455438573701297,0.062,0.000497332498685554
0.2,48,bin43,0.178688000156836,0.001,0.00199008849799292
0.2,48,bin44,0.109849833127557,0.013,0.000679568740505539
0.2,48,bin45,0.0800966483108108,0.055,0.000621236501616664
0.2,48,bin47,0.0207309795071563,0.269,0.000855944189488451
0.2,48,bin48,0.149990665841155,0.001,0.000835996252041697
0.2,48,bin49,0.170602252121495,0.003,0.000780924726718732
0.2,48,bin50,-0.0218540118357839,0.707,0.00375800746636033
0.2,48,bin51,-0.0386756602689575,0.712,0.00237258635774366
0.2,48,bin52,0.125790330189259,0.011,0.000578308245718557
0.2,48,bin53,0.101461541293662,0.002,0.0031237851443385
0.2,48,bin61,0.0998552613862072,0.045,0.000915746593411611
0.2,48,bin54,0.0953195702010974,0.02,0.000700888619328025
0.2,48,bin55,0.0523074124409786,0.16,0.000521001358376034
0.2,48,bin56,0.132596056587839,0.031,0.000402544306078327
0.2,48,bin57,-0.0754705796827888,0.993,0.00154667844877646
0.2,48,bin58,0.00975768124049385,0.373,0.00131781852450221
0.2,48,bin60,-0.0474155493052038,0.811,0.000886736348289756
0.2,48,bin59,0.140458553310412,0.022,0.000533673319853502
0.2,48,bin62,0.0633120368797577,0.076,0.00527997457825911
0.2,48,bin63,0.068594365718468,0.075,0.0116386258784328
0.2,48,bin64,0.0071486232854895,0.43,0.000475842351275307
0.2,48,bin65,-0.0362843730061233,0.774,0.000588584020041356
0.2,48,bin66,0.0107034485617359,0.367,0.000975397075834705
0.2,48,bin73,0.375239045656533,0.001,0.00668812675165961
0.2,48,bin70,0.282401800937954,0.001,0.00299623422692337
0.2,48,bin67,0.012973162693868,0.365,0.0034288525533882
0.2,48,bin68,0.0930394795149721,0.005,0.00151753572334432
0.2,48,bin69,0.0179751889680321,0.342,0.00162662889543545
0.2,48,bin71,-0.0233672565201448,0.675,0.00230312954616974
0.2,48,bin72,0.142993754141929,0.007,0.00607093645412411
0.2,48,bin74,0.187922570845171,0.001,0.0154648814481443
0.2,48,bin76,0.0358622754773276,0.141,0.0171078546310394
0.2,48,bin75,0.0460248075669438,0.06,0.0244806726514806
0.2,48,bin77,0.068709310597691,0.04,0.00723503594524848
0.2,48,bin78,0.00818383720558944,0.419,0.0102702887752585
0.2,48,bin79,-0.0061976978615692,0.545,0.00554874334026839
0.2,48,bin80,0.0568374310592843,0.084,0.00149552457061386
0.2,48,bin81,-0.0454315087538543,0.799,0.000674709599626678
0.2,48,bin82,0.0735818754580657,0.025,0.000694219598866775
0.2,48,bin92,-0.0212135829205682,0.706,0.00338683472311059
0.2,48,bin83,0.012169084888843,0.338,0.00826956648788215
0.2,48,bin91,-0.0654676180650306,0.954,0.00173079870526611
0.2,48,bin84,0.0807918834262916,0.051,0.00161435908366347
0.2,48,bin85,0.0657278205711048,0.05,0.0023311451475062
0.2,48,bin86,0.133639827566707,0.012,0.00291450371398532
0.2,48,bin87,0.0134577655633089,0.304,0.00339084033042225
0.2,48,bin88,-0.0448691645511962,0.877,0.000949597545258399
0.2,48,bin89,0.0106060105503371,0.4,0.00211375935046705
0.2,48,bin90,0.0471086625408856,0.064,0.00347767925202802
0.2,48,bin93,0.0110737009809664,0.4,0.0015687525006156
0.2,48,bin94,-0.0260409867773902,0.774,0.00877005311618427
0.2,48,bin95,0.10774674366368,0.015,0.00167014161742193
0.2,48,bin96,0.0646662170338864,0.009,0.00471680375703353
0.2,48,bin97,0.0421096653797126,0.094,0.00304823425493791
0.2,48,bin111,0.055751265421302,0.108,0.00503202950116406
0.2,48,bin98,0.00882546378352733,0.409,0.00497317521275888
0.2,48,bin99,0.110342693718237,0.001,0.00246218135838663
0.2,48,bin103,0.0604225210172742,0.008,0.0141606471842011
0.2,48,bin101,0.125726733674245,0.003,0.00385102125346297
0.2,48,bin100,0.0417813144005272,0.104,0.00764741926257053
0.2,48,bin102,0.108407113995173,0.015,0.00988352189406401
0.2,48,bin104,-0.0528610013060345,0.836,0.00136253690927968
0.2,48,bin105,-0.0218890402115542,0.694,0.0014577329762289
0.2,48,bin106,-0.0497224424519112,0.859,0.000574880492628435
0.2,48,bin107,0.0172599434350548,0.313,0.00110999322592489
0.2,48,bin108,0.104797489761607,0.04,0.00253744068777039
0.2,48,bin109,0.0343994131826197,0.176,0.00427650216204575
0.2,48,bin110,0.0606507924013279,0.079,0.00478679440736617
0.2,48,bin112,0.126504486429442,0.015,0.00307425577363151
0.2,48,bin113,0.00314043677735467,0.442,0.000878608140020707
0.2,48,bin114,0.0254142399521065,0.221,0.000557852014863192
0.2,48,bin182,-0.0166678783033411,0.682,0.00103547135781169
0.2,48,bin117,0.382529843244196,0.001,0.000598174111135336
0.2,48,bin115,0.0560712834934985,0.04,0.000904049352571004
0.2,48,bin116,0.059845123650679,0.123,0.00115198278851375
0.2,48,bin118,0.037119591645608,0.138,0.00179893023324079
0.2,48,bin119,0.032739205471146,0.276,0.000578496258009123
0.2,48,bin120,-0.0488950021491852,0.944,0.00194221563514251
0.2,48,bin128,0.0250236283364672,0.255,0.00152859079172461
0.2,48,bin121,-0.00880638541969487,0.607,0.00119854626165729
0.2,48,bin123,0.0312288145867189,0.218,0.00116517738631854
0.2,48,bin122,-0.0586786670773792,0.833,0.0012070486323124
0.2,48,bin125,-0.0835146628768108,0.982,0.00220474265971208
0.2,48,bin124,0.0104125235193575,0.433,0.000775650397598866
0.2,48,bin127,0.0281773616675184,0.174,0.00249837555140498
0.2,48,bin126,0.0402598278285794,0.075,0.00242122637507598
0.2,48,bin131,-0.0279129839274384,0.775,0.001583635144392
0.2,48,bin129,-0.0743003632292254,1,0.00128126073936936
0.2,48,bin130,0.0357813789399712,0.131,0.00254642351634486
0.2,48,bin150,0.00554826455996008,0.435,0.000562025587293817
0.2,48,bin132,0.137397531817827,0.001,0.00061490868571054
0.2,48,bin133,0.0450883731354053,0.216,0.000508308069052012
0.2,48,bin138,0.148005434543755,0.002,0.000918369155905919
0.2,48,bin134,0.0753098555187373,0.037,0.000646779373580443
0.2,48,bin135,-0.00318357762569684,0.525,0.00164250436495184
0.2,48,bin136,0.0143072071883227,0.352,0.00157166051601342
0.2,48,bin137,0.112224296154063,0.001,0.000731522628674529
0.2,48,bin139,0.0378610701820471,0.209,0.000642417771711488
0.2,48,bin140,0.0326167200628671,0.228,0.00106251266210481
0.2,48,bin141,-0.0356349465894822,0.788,0.000852558859197539
0.2,48,bin142,0.139240669266307,0.009,0.00063949109752415
0.2,48,bin143,-0.0470440648455735,0.774,0.000501121745313717
0.2,48,bin144,0.120233911545757,0.031,0.000805113939189777
0.2,48,bin145,-0.0326286285441224,0.809,0.00128152784108553
0.2,48,bin146,0.050462438180905,0.042,0.00170837759411088
0.2,48,bin147,0.0596128899589307,0.09,0.000953520650158588
0.2,48,bin148,0.00670901724682939,0.397,0.00159623172480318
0.2,48,bin149,0.031468838867826,0.274,0.000485455466451617
0.2,48,bin151,0.0823596837278731,0.025,0.000523511484566037
0.2,48,bin152,0.0594004515989856,0.018,0.00341219950961734
0.2,48,bin153,0.037124360244922,0.298,0.000602903575455831
0.2,48,bin154,0.0997452220346993,0.002,0.000822788336930806
0.2,48,bin155,0.042785497787589,0.217,0.000659174038868765
0.2,48,bin156,-0.00984995047759101,0.55,0.000363102755860008
0.2,48,bin179,0.214489734361998,0.001,0.00109032947263582
0.2,48,bin178,0.0719231600431286,0.077,0.0018348192513434
0.2,48,bin159,-0.0328803071391488,0.645,0.000667629728240637
0.2,48,bin157,0.0224369941368375,0.126,0.00213934947999568
0.2,48,bin158,0.111178350576895,0.001,0.000884300947139564
0.2,48,bin160,0.0230585771114916,0.344,0.000462573554081542
0.2,48,bin162,-0.0363777936299777,0.838,0.00119320812538718
0.2,48,bin161,0.0645368682228515,0.016,0.00194122604725789
0.2,48,bin163,0.128798838454294,0.008,0.00307941188583791
0.2,48,bin164,0.0708407794254767,0.005,0.00298897861052048
0.2,48,bin165,0.12848793047434,0.005,0.00136069703003928
0.2,48,bin166,-0.0560684822629397,0.94,0.00101780158468016
0.2,48,bin167,-0.0274500912093406,0.715,0.0011025118803848
0.2,48,bin168,0.199444214125997,0.001,0.00102740299891167
0.2,48,bin169,0.044971746037597,0.124,0.000800154290733045
0.2,48,bin177,0.097400886394252,0.005,0.00157100820349041
0.2,48,bin171,0.0221282638792326,0.293,0.00113581138507946
0.2,48,bin170,0.18305629026518,0.001,0.000537554347048291
0.2,48,bin172,0.0514780268180642,0.042,0.00197346925615968
0.2,48,bin173,0.198908025301164,0.001,0.000869550775886797
0.2,48,bin174,0.0990716336336428,0.007,0.000961324762458555
0.2,48,bin175,-0.0446456415498827,0.787,0.000573353763537832
0.2,48,bin176,0.0181275117270245,0.262,0.00359492035510493
0.2,48,bin180,0.0161140456594246,0.317,0.00107834389337902
0.2,48,bin181,0.00130989275723805,0.468,0.000783748491160186
0.2,48,bin183,-0.0178843280245484,0.609,0.000700998261189544
0.2,48,bin184,0.0849154281618388,0.067,0.000650921374179511
0.2,48,bin185,0.0462688329802573,0.173,0.000886965255831872
0.2,48,bin186,0.121096178614466,0.001,0.000847487945163278
0.2,48,bin188,0.0799120357411189,0.001,0.00126957158669584
0.2,48,bin187,0.0496887210864888,0.132,0.000835486750205023
0.2,48,bin189,0.000148428211839398,0.482,0.000671314545495906
0.2,48,bin215,-0.0125643705801686,0.633,0.0013742104321432
0.2,48,bin214,0.0231412826901656,0.335,0.00428013871522418
0.2,48,bin194,0.0142793107018278,0.31,0.000888846253383067
0.2,48,bin193,0.0287551606379089,0.16,0.00973043067073645
0.2,48,bin190,0.106982623536753,0.001,0.00472970517900915
0.2,48,bin192,-0.0194008054852333,0.718,0.00520958781070441
0.2,48,bin191,-0.0928474579055017,0.96,0.00177346788291213
0.2,48,bin211,0.0131163088303832,0.383,0.0021119713806293
0.2,48,bin195,0.327352682397656,0.001,0.00156081815687791
0.2,48,bin196,0.0437900446927469,0.096,0.00848806740084181
0.2,48,bin197,-0.0230546758531018,0.647,0.00283722340149563
0.2,48,bin198,0.0490432820767204,0.048,0.00621708308676673
0.2,48,bin199,0.0994025093676807,0.007,0.00234559915632981
0.2,48,bin200,0.0853253576866546,0.047,0.00916782046863217
0.2,48,bin204,0.161386488170875,0.001,0.00355383373842539
0.2,48,bin202,0.123278768549899,0.008,0.00409980715949607
0.2,48,bin201,0.0290594639706008,0.286,0.0135313198327669
0.2,48,bin203,0.163214240114869,0.002,0.00631332817268784
0.2,48,bin205,0.184643840434239,0.001,0.00610616218461848
0.2,48,bin207,0.00818037387887084,0.388,0.00268571790387437
0.2,48,bin206,0.0794374429048916,0.029,0.00213380051772861
0.2,48,bin208,-0.0229883824170796,0.703,0.00151201329039277
0.2,48,bin209,0.0468082109048898,0.123,0.003380770821926
0.2,48,bin210,0.08411948365717,0.004,0.0076274664616057
0.2,48,bin212,0.0660073548186019,0.064,0.00559936514512953
0.2,48,bin213,0.0110071731458965,0.375,0.000955098239239772
0.2,48,bin263,0.0588880541924499,0.07,0.00135923299509339
0.2,48,bin216,0.0727190746083821,0.06,0.000399086423214819
0.2,48,bin217,0.0348756493748828,0.15,0.00404088662805997
0.2,48,bin218,0.116567858676369,0.004,0.00195176957009481
0.2,48,bin219,0.0566697448727552,0.147,0.00192119252846666
0.2,48,bin220,0.0436737532300557,0.131,0.00449091914914564
0.2,48,bin222,0.0965721412835066,0.014,0.00167015356970662
0.2,48,bin221,0.0722456374184476,0.013,0.00157458482670757
0.2,48,bin223,0.0127107291437093,0.392,0.000860400746559935
0.2,48,bin224,0.199122585671573,0.001,0.00461928819640006
0.2,48,bin225,0.0225516856996461,0.312,0.00833346063553229
0.2,48,bin226,-0.0194996909190755,0.653,0.0020874590624511
0.2,48,bin227,0.0178429678599179,0.261,0.00318368635022066
0.2,48,bin228,0.104166761824074,0.052,0.000906767119781849
0.2,48,bin229,0.127847242423863,0.003,0.00535353032226453
0.2,48,bin231,0.183846430920304,0.001,0.00359091723166542
0.2,48,bin230,0.0416095788348586,0.161,0.00317441457489455
0.2,48,bin239,0.111851447116432,0.001,0.00719798089543017
0.2,48,bin233,0.0421305137130214,0.056,0.00268420768425988
0.2,48,bin232,0.0249927287802628,0.29,0.00101000622727965
0.2,48,bin234,-0.0137206017218432,0.608,0.00148244943038716
0.2,48,bin236,-0.00102069403995113,0.496,0.00257989002507292
0.2,48,bin235,-0.0130194250123991,0.562,0.000863308098485773
0.2,48,bin238,0.0225786807286453,0.249,0.00213131250775341
0.2,48,bin237,0.00737229760500554,0.445,0.00206752230619539
0.2,48,bin241,0.0221788060675341,0.186,0.00369348665836654
0.2,48,bin240,0.183011426061976,0.009,0.00185573235420097
0.2,48,bin242,0.0741064382339937,0.087,0.002287675570615
0.2,48,bin243,0.280552216805239,0.001,0.000430268195862416
0.2,48,bin244,0.107665305877892,0.033,0.000862381305219894
0.2,48,bin245,-0.011110465503419,0.568,0.000796304103728859
0.2,48,bin246,-0.00949900258644893,0.572,0.00241290375649906
0.2,48,bin247,0.0308808724807685,0.193,0.00201913803768178
0.2,48,bin248,0.212993817599027,0.001,0.00125500582289595
0.2,48,bin249,0.0495501048073703,0.049,0.000503325867477558
0.2,48,bin250,0.0663089027542002,0.091,0.000859996547356433
0.2,48,bin251,0.0646973645569266,0.083,0.00218659606902919
0.2,48,bin252,0.0234539130464959,0.248,0.00287214885921595
0.2,48,bin253,0.119941755043522,0.006,0.000680819730523811
0.2,48,bin254,-0.0988726856546561,0.97,0.000854824207488294
0.2,48,bin255,-0.0377781737815388,0.939,0.0135929164268918
0.2,48,bin256,0.00113622678982719,0.48,0.00222045743531521
0.2,48,bin257,0.111002618791247,0.017,0.000560156894669963
0.2,48,bin259,0.0462795214718075,0.167,0.000453666826752775
0.2,48,bin258,0.130431693340518,0.027,0.00133719740119024
0.2,48,bin260,0.343315766094206,0.001,0.00112730634798537
0.2,48,bin261,-0.0364448382990732,0.905,0.00082516467680127
0.2,48,bin262,-0.00424910857467004,0.518,0.000539529348602333
0.2,48,bin264,0.0979492746857723,0.009,0.00114854995022131
0.2,48,bin265,0.132341885965658,0.001,0.000760556437131792
0.2,48,bin266,-0.0176652915361447,0.655,0.000790198772063042
0.2,48,bin267,0.0750130311412276,0.021,0.00129155296179231
0.2,48,bin268,0.018914686405369,0.32,0.00104254884188256
0.2,48,bin269,0.196907918271465,0.001,0.00155687909439058
0.2,48,bin270,0.0475625585643518,0.186,0.00165923390533158
0.2,48,bin271,0.0538400561040613,0.128,0.00253541228411546
0.2,48,bin272,0.0351847782367713,0.276,0.000624508853643288
0.2,48,bin273,0.291454288743495,0.001,0.000919141101305548
0.2,48,bin275,0.0100516988098074,0.382,0.00117346412847771
0.2,48,bin274,0.170517685615375,0.004,0.000735796216860196
0.2,48,bin276,0.0424622096942958,0.107,0.00296546283870765
0.2,48,bin277,0.0919494835122864,0.015,0.00456941242295228
0.2,48,bin278,0.074796672552877,0.026,0.00315874345920454
0.2,48,bin279,-0.0327431034292554,0.841,0.00640357564888718
0.2,48,bin281,0.124658148265125,0.003,0.00171780617883754
0.2,48,bin280,0.118639602236751,0.002,0.00141763159370236
0.2,48,bin291,0.098698232382185,0.008,0.00158478226205816
0.2,48,bin285,0.179024299667759,0.001,0.00308914049951632
0.2,48,bin282,0.0809304024495875,0.022,0.0219872265846872
0.2,48,bin284,0.101732947916413,0.031,0.00269497764643288
0.2,48,bin283,0.11964139468945,0.001,0.00422965954344879
0.2,48,bin286,0.142157587304881,0.002,0.00261226166443689
0.2,48,bin287,0.0487313023242867,0.005,0.0134494647143961
0.2,48,bin288,0.224318349718656,0.001,0.00119628387622147
0.2,48,bin289,0.0459606403886694,0.151,0.00438188101826603
0.2,48,bin290,0.10585091435844,0.072,0.001687512466312
0.2,48,bin293,0.106186200397607,0.001,0.0031829686207417
0.2,48,bin292,0.0123767581778985,0.386,0.002679763217933
0.2,48,bin294,-0.0217287340445538,0.69,0.000569024190204438
0.2,48,bin295,0.110453740731089,0.001,0.00343836561087849
0.2,48,bin298,0.0193007352458642,0.308,0.00109466534922691
0.2,48,bin297,0.0411149176678074,0.197,0.00198632656767895
0.2,48,bin296,0.112611495724017,0.007,0.00177309457285353
0.2,48,bin299,0.0987901368988711,0.019,0.00191979587785202
0.2,48,bin300,-0.0186064893775895,0.662,0.00112348385504334
0.2,48,bin301,-0.0354184323107385,0.829,0.00413319507012963
0.2,48,bin302,0.0279334472346186,0.144,0.00241316818948615
0.2,48,bin304,0.130284326048034,0.001,0.00130742201133444
0.2,48,bin303,0.248173204689686,0.001,0.000655274945636034
0.2,48,bin306,0.0506694866302721,0.094,0.00136946464928985
0.2,48,bin305,0.0309804613506694,0.195,0.000688521907751557
0.2,48,bin307,-0.0207736419832044,0.693,0.00323142191806951
0.2,48,bin308,-0.0256654204001284,0.682,0.00245433664736465
0.2,48,bin310,0.0336985284895648,0.177,0.00334977815777051
0.2,48,bin309,-0.0238676187300875,0.755,0.00501996519364572
0.2,48,bin311,0.0203147057499411,0.368,0.000593073993803591
0.2,48,bin312,0.046259688388477,0.144,0.0013176334114333
0.2,48,bin313,-0.034030613457795,0.836,0.00338875680986854
0.2,48,bin318,0.0344014546850803,0.167,0.00200824508683545
0.2,48,bin314,0.036550423192351,0.221,0.00318705906783641
0.2,48,bin317,0.246513429612418,0.001,0.00281272352739868
0.2,48,bin315,0.0426519235410433,0.149,0.00646837281856484
0.2,48,bin316,0.105255967006304,0.045,0.00333126427881437
0.2,48,bin319,0.022517223127701,0.244,0.000330360560476905
0.2,48,bin320,0.00617369762382747,0.412,0.00491352077674912
0.2,48,bin321,0.291591054518694,0.001,0.000692104949944436
0.2,48,bin322,0.152131622166717,0.001,0.000849012025150689
0.2,48,bin323,0.0882325701382278,0.04,0.00166202526056879
0.2,48,bin339,0.0361597843081093,0.195,0.0016660887821086
0.2,48,bin324,-0.0310055791007518,0.778,0.000495015841416946
0.2,48,bin325,-0.0103163509636939,0.568,0.000654209998578266
0.2,48,bin331,0.0487631323778901,0.166,0.00071803634645487
0.2,48,bin326,0.0102472013785019,0.367,0.00129941849174334
0.2,48,bin327,0.0615418542211406,0.18,0.000528061232885746
0.2,48,bin328,-0.0351346542929921,0.731,0.000416788455565627
0.2,48,bin329,0.0815603551772455,0.134,0.000616621622022178
0.2,48,bin330,0.0239571730277173,0.349,0.000481637039303151
0.2,48,bin337,0.148402091895034,0.017,0.000656233669935278
0.2,48,bin335,0.0318732592869721,0.181,0.00101017680900819
0.2,48,bin332,0.0451368294712374,0.134,0.00139764448590141
0.2,48,bin333,-0.0481633243421367,0.906,0.00149279678429088
0.2,48,bin334,-0.00757617207262889,0.565,0.000355504677786257
0.2,48,bin336,-0.0605723531736201,0.84,0.000557036002436105
0.2,48,bin338,0.0873795027722419,0.032,0.00116160169131539
0.2,48,bin340,0.0259843167481673,0.224,0.0051049847071141
0.2,48,bin341,0.0853266218348072,0.013,0.00157289350050813
0.2,48,bin344,0.0226295222889933,0.286,0.00174401601893772
0.2,48,bin342,-0.0366536176501959,0.852,0.00198525870331205
0.2,48,bin343,0.000811292143000504,0.48,0.00102647678366258
0.2,48,bin345,0.0699410836987843,0.075,0.00532917700432567
0.2,48,bin346,0.262957961101915,0.001,0.00848263211573851
0.2,48,bin347,0.30069640387471,0.001,0.00215017642209179
0.2,48,bin348,0.0519634668501804,0.019,0.00337360284982544
0.2,48,bin349,0.108011890209279,0.001,0.00538322941531025
0.2,48,bin350,0.147829275662937,0.004,0.00287745901797048
0.2,48,bin351,-0.0677408153959318,0.991,0.00275577143957896
0.2,48,bin352,-0.0153058128522291,0.585,0.000482417801362607
0.2,48,bin353,0.187341094977278,0.001,0.0038016220331612
0.2,48,bin354,0.103812978169585,0.02,0.000733826555848313
0.2,48,bin355,0.266271281650431,0.001,0.0116222567959817
0.2,48,bin356,0.0808348902833188,0.014,0.00154943993224666
0.2,48,bin357,0.148365790634745,0.017,0.000867400059890902
0.2,48,bin358,0.0251368252317013,0.179,0.00185715817533083
0.2,48,bin359,0.00627365525208486,0.409,0.00169340589631027
0.2,48,bin362,0.12786006837691,0.001,0.00223826288466658
0.2,48,bin360,0.028219896204109,0.132,0.0025225750289573
0.2,48,bin361,0.0438600155505272,0.191,0.000798265784898205
0.2,48,bin363,-0.0308129191688106,0.821,0.00192994873116903
0.2,48,bin365,0.156488071354326,0.001,0.00210477480140161
0.2,48,bin364,0.0986250049982486,0.006,0.00136714275580844
0.2,48,bin367,0.0969317799621251,0.009,0.0017914584245474
0.2,48,bin366,0.0103467089598084,0.395,0.000895731201544276
0.2,48,bin368,-0.0282945136346629,0.715,0.00107195945231307
0.2,48,bin369,-0.0231022748697169,0.665,0.000958671212545184
0.2,48,bin373,-0.00697427292958781,0.549,0.0034135336072804
0.2,48,bin370,0.0124555733474786,0.409,0.000545713392634164
0.2,48,bin371,0.0359949531212072,0.141,0.00249183752222685
0.2,48,bin372,0.178664214242448,0.001,0.0010734059418073
0.2,48,bin374,-0.0393681530153156,0.886,0.00585994555500057
0.2,48,bin375,-0.0472534938818052,0.785,0.00311121135769018
0.2,48,bin376,-0.0243511570709534,0.756,0.00132769354802359
0.2,48,bin377,0.172348849989641,0.001,0.00295672641450333
0.2,48,bin378,-0.011308192456898,0.67,0.0038025588107452
0.2,48,bin379,0.0219129694189885,0.365,0.00238095926957195
0.2,48,bin381,0.0520492658064686,0.056,0.00411114799824309
0.2,48,bin380,0.0277067602302641,0.182,0.00380366138213435
0.2,48,bin382,0.13750037094721,0.006,0.000973509081217888
0.2,48,bin383,0.218216596951423,0.001,0.00189427172331854
0.2,48,bin384,0.0965411275112376,0.018,0.00470036818558562
0.2,48,bin385,0.0444629904012427,0.157,0.00084208764058751
0.2,48,bin386,0.100210083779228,0.01,0.00175598522333053
0.2,48,bin398,0.178959602010943,0.001,0.00135623653416413
0.2,48,bin388,0.118660710773654,0.045,0.000489202713438884
0.2,48,bin387,0.0517077249602985,0.161,0.00104486897013464
0.2,48,bin389,0.0873266938787827,0.007,0.00534291832272979
0.2,48,bin397,0.0443781053452015,0.077,0.00539381656142989
0.2,48,bin390,0.134702160749079,0.003,0.00160227347169743
0.2,48,bin391,0.138385775971262,0.002,0.00160178276937357
0.2,48,bin395,0.136472057377169,0.001,0.00241141204484555
0.2,48,bin393,0.088350149871736,0.052,0.00121639906370792
0.2,48,bin392,0.0994139022801288,0.027,0.000884294915424825
0.2,48,bin394,0.0203982888048546,0.273,0.00212897399639397
0.2,48,bin396,0.0503364490236877,0.04,0.00218785850930437
0.2,48,bin399,0.101768798679868,0.004,0.00185100278825263
0.2,48,bin402,-0.0111301540069551,0.664,0.00201595517309086
0.2,48,bin400,0.247401674792889,0.001,0.000873898543089094
0.2,48,bin401,0.10777127831949,0.001,0.00366434512515297
0.2,48,bin405,0.0693199672426526,0.023,0.00655704057971214
0.2,48,bin403,-0.0185599647159869,0.778,0.00181255876461065
0.2,48,bin404,0.0947147384450922,0.004,0.00289259215766505
