	kingdom	phylum	class	order	family	genus	species
Otu251	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	Acidobacteria bacterium Ac_11_E3
Otu252	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	bacterium Ellin7504
Otu253	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
Otu254	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
Otu255	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
Otu256	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	uncultured Acidimicrobiales bacterium		
Otu257	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	
Otu258	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured	
Otu259	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium			
Otu260	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	uncultured Syntrophobacterales bacterium	
Otu261	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	uncultured bacterium
Otu262	Bacteria	Chloroflexi	TK10	Ambiguous_taxa			
Otu263	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	metagenome
Otu264	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
Otu265	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	
Otu266	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu267	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae		
Otu268	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	uncultured bacterium
Otu269	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured Gemmatimonadaceae bacterium
Otu270	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	
Otu271	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
Otu272	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Ambiguous_taxa	
Otu273	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium
Otu274	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu275	Bacteria	Acidobacteria	Subgroup 6				
Otu276	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium		
Otu277	Bacteria	Bacteroidetes	Ignavibacteria	OPB56			
Otu278	Bacteria	Chloroflexi	Ktedonobacteria	C0119			
Otu279	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	
Otu280	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	uncultured Actinomycetales bacterium		
Otu281	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	uncultured bacterium	
Otu282	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu283	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Ambiguous_taxa	
Otu284	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	
Otu285	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
Otu286	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
Otu287	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
Otu288	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	uncultured soil bacterium
Otu289	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	
Otu290	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Otu291	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	metagenome
Otu292	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Otu293	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
Otu294	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	metagenome
Otu295	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured planctomycete	
Otu296	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu297	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Ambiguous_taxa
Otu298	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
Otu299	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured Gemmatimonadetes bacterium		
Otu300	Bacteria	Acidobacteria	Subgroup 22	uncultured Holophaga sp.			
Otu301	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured bacterium
Otu302	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured Gemmatimonadetes bacterium
Otu303	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	metagenome
Otu304	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	uncultured bacterium	
Otu305	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae		
Otu306	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	uncultured bacterium
Otu307	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	Ambiguous_taxa	
Otu308	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	Ambiguous_taxa
Otu309	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	metagenome
Otu310	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
Otu311	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured bacterium	
Otu312	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae		
Otu313	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	uncultured bacterium
Otu314	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured bacterium
Otu315	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured actinobacterium	
Otu316	Bacteria	Actinobacteria	MB-A2-108	Ambiguous_taxa			
Otu317	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	
Otu318	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Otu319	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured Bradyrhizobiaceae bacterium		
Otu320	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	bacterium
Otu321	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		
Otu322	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	
Otu323	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
Otu324	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	
Otu325	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
Otu326	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
Otu327	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	uncultured bacterium
Otu328	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	uncultured Planctomycetaceae bacterium
Otu329	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured			
Otu330	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
Otu331	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	
Otu332	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	Ambiguous_taxa		
Otu333	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	uncultured		
Otu334	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
Otu335	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	
Otu336	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	
Otu337	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	
Otu338	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	
Otu339	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	uncultured Hyphomicrobiaceae bacterium
Otu340	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium hauense
Otu341	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured bacterium
Otu342	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Otu343	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Green Bay ferromanganous micronodule bacterium MNF8
Otu344	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	uncultured bacterium	
Otu345	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu346	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
Otu347	Bacteria	Chloroflexi	TK10	metagenome			
Otu348	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu349	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu350	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured bacterium		
Otu351	Bacteria	Chloroflexi	TK10	uncultured Chloroflexi bacterium			
Otu352	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
Otu353	Bacteria	Rokubacteria	NC10	Rokubacteriales	Ambiguous_taxa		
Otu354	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	uncultured bacterium	
Otu355	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	
Otu356	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	
Otu357	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
Otu358	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured	uncultured proteobacterium
Otu359	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84		
Otu360	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Ambiguous_taxa
Otu361	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	uncultured bacterium
Otu362	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured Planctomycetales bacterium	
Otu363	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	A21b	uncultured bacterium	
Otu364	Bacteria	Actinobacteria	Acidimicrobiia				
Otu365	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Blattabacteriaceae	Candidatus Brownia	Candidatus Brownia rhizoecola
Otu366	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
Otu367	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	uncultured	
Otu368	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
Otu369	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured bacterium
Otu370	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	
Otu371	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	
Otu372	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
Otu373	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	uncultured bacterium
Otu374	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
Otu375	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonadaceae bacterium
Otu376	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured Holophaga sp.		
Otu377	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Otu378	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured Myxococcales bacterium
Otu379	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
Otu380	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	
Otu381	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	bacterium Ellin6100
Otu382	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured soil bacterium	
Otu383	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
Otu384	Bacteria						
Otu385	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	
Otu386	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
Otu387	Bacteria	Rokubacteria	NC10	Rokubacteriales			
Otu388	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured soil bacterium
Otu389	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Mastigocladopsis PCC-10914	uncultured bacterium
Otu390	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	metagenome
Otu391	Bacteria	Actinobacteria	Actinobacteria	Frankiales	uncultured		
Otu392	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
Otu393	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium
Otu394	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Stenotrophobacter	Ambiguous_taxa
Otu395	Bacteria	Rokubacteria	NC10	Methylomirabilales	Methylomirabilaceae	wb1-A12	uncultured bacterium
Otu396	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	
Otu397	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
Otu398	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	uncultured bacterium
Otu399	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured			
Otu400	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
Otu401	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
Otu402	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
Otu403	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu404	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	uncultured Hyphomicrobiaceae bacterium
Otu405	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	
Otu406	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
Otu407	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured forest soil bacterium		
Otu408	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured bacterium
Otu409	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	JG30a-KF-32	uncultured bacterium
Otu410	Bacteria	Proteobacteria	Deltaproteobacteria	RCP2-54	uncultured bacterium		
Otu411	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	
Otu412	Bacteria	Actinobacteria	Thermoleophilia	uncultured	uncultured bacterium		
Otu413	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	uncultured bacterium		
Otu414	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-GS-52			
Otu415	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	
Otu416	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	
Otu417	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu418	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	GOUTA6	uncultured beta proteobacterium
Otu419	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu420	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospiraceae bacterium
Otu421	Bacteria	Acidobacteria	Subgroup 5	metagenome			
Otu422	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured Acidobacteriaceae bacterium
Otu423	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
Otu424	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum	uncultured bacterium
Otu425	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
Otu426	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium faecium
Otu427	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured			
Otu428	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium		
Otu429	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)		
Otu430	Bacteria	Actinobacteria	Acidimicrobiia	uncultured			
Otu431	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 10	Ambiguous_taxa
Otu432	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Schlesneriaceae	Schlesneria	uncultured planctomycete
Otu433	Bacteria	Acidobacteria	Subgroup 5				
Otu434	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Lautropia	
Otu435	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu436	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	uncultured Xanthomonadaceae bacterium
Otu437	Bacteria	Armatimonadetes	uncultured	metagenome			
Otu438	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	uncultured planctomycete	
Otu439	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured Gemmatimonadetes bacterium
Otu440	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	Chitinophaga sp. BN130233
Otu441	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	uncultured proteobacterium		
Otu442	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	
Otu443	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	
Otu444	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae		
Otu445	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	uncultured bacterium
Otu446	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	metagenome
Otu447	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781		
Otu448	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium hauense
Otu449	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu450	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84		
Otu451	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	uncultured Acidobacteria bacterium
Otu452	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	
Otu453	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium		
Otu454	Bacteria	WPS-2	uncultured bacterium				
Otu455	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	metagenome
Otu456	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu457	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus	uncultured bacterium
Otu458	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
Otu459	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
Otu460	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured Chitinophagaceae bacterium
Otu461	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
Otu462	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	
Otu463	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured soil bacterium
Otu464	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu465	Bacteria	WPS-2	uncultured bacterium				
Otu466	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polaromonas	
Otu467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	uncultured bacterium
Otu468	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured bacterium
Otu469	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Ambiguous_taxa	
Otu470	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	Ambiguous_taxa
Otu471	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured Caldilineales bacterium	
Otu472	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Aquisphaera	
Otu473	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	SH-PL14	
Otu474	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylorosula	uncultured bacterium
Otu475	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	
